product_id,days_since_prior_order,p_days_since_prior_order_reorder_rate
13575,8.0,0.045454545454545456
13575,10.0,0.09090909090909091
13575,11.0,0.09090909090909091
13575,12.0,0.09090909090909091
13575,13.0,0.045454545454545456
13575,14.0,0.045454545454545456
13575,16.0,0.045454545454545456
13575,18.0,0.045454545454545456
13575,30.0,0.045454545454545456
13577,0.0,1.0
13587,22.0,1.0
13588,1.0,1.0
13589,11.0,1.0
13591,13.0,1.0
13598,6.0,1.0
13603,0.0,0.5
13603,9.0,0.5
13605,3.0,0.3333333333333333
13605,6.0,0.3333333333333333
13605,14.0,0.3333333333333333
13620,21.0,1.0
13627,13.0,0.5
13627,14.0,0.5
13629,1.0,0.125
13629,10.0,0.125
13629,12.0,0.125
13629,20.0,0.125
13629,30.0,0.5
13637,0.0,0.5
13637,18.0,0.5
13639,8.0,0.3333333333333333
13639,9.0,0.3333333333333333
13639,19.0,0.3333333333333333
13640,30.0,1.0
13642,13.0,1.0
13643,6.0,0.09090909090909091
13643,7.0,0.2727272727272727
13643,8.0,0.09090909090909091
13643,10.0,0.18181818181818182
13643,18.0,0.09090909090909091
13643,21.0,0.09090909090909091
13643,30.0,0.18181818181818182
13646,11.0,0.125
13646,15.0,0.125
13646,16.0,0.125
13646,18.0,0.125
13646,22.0,0.125
13646,24.0,0.125
13646,27.0,0.125
13646,28.0,0.125
13702,14.0,1.0
13708,7.0,1.0
13709,0.0,1.0
13712,13.0,0.16666666666666666
13712,17.0,0.16666666666666666
13712,20.0,0.16666666666666666
13712,22.0,0.16666666666666666
13712,28.0,0.16666666666666666
13712,30.0,0.16666666666666666
13730,25.0,0.5
13730,28.0,0.5
13733,0.0,0.08333333333333333
13733,6.0,0.16666666666666666
13733,7.0,0.16666666666666666
13733,11.0,0.08333333333333333
13733,14.0,0.16666666666666666
13733,21.0,0.16666666666666666
13733,30.0,0.16666666666666666
13740,0.0,0.13636363636363635
13740,1.0,0.09090909090909091
13740,2.0,0.13636363636363635
13740,3.0,0.09090909090909091
13740,4.0,0.09090909090909091
13740,5.0,0.13636363636363635
13740,6.0,0.045454545454545456
13740,8.0,0.09090909090909091
13740,12.0,0.045454545454545456
13740,13.0,0.045454545454545456
13740,28.0,0.09090909090909091
13742,8.0,1.0
13755,30.0,1.0
13772,30.0,1.0
13780,0.0,0.5
13780,21.0,0.5
13782,10.0,1.0
13802,0.0,0.16666666666666666
13802,9.0,0.16666666666666666
13802,14.0,0.16666666666666666
13802,29.0,0.16666666666666666
13802,30.0,0.3333333333333333
13807,7.0,1.0
13822,0.0,0.3333333333333333
13822,5.0,0.3333333333333333
13822,14.0,0.3333333333333333
13829,8.0,0.14285714285714285
13829,13.0,0.14285714285714285
13829,14.0,0.2857142857142857
13829,21.0,0.14285714285714285
13829,23.0,0.14285714285714285
13829,30.0,0.14285714285714285
13838,2.0,1.0
13844,29.0,1.0
13852,0.0,0.25
13852,7.0,0.5
13852,19.0,0.25
13866,9.0,0.25
13866,11.0,0.25
13866,13.0,0.25
13866,30.0,0.25
13869,30.0,1.0
13870,0.0,0.1111111111111111
13870,2.0,0.1111111111111111
13870,8.0,0.1111111111111111
13870,11.0,0.1111111111111111
13870,17.0,0.1111111111111111
13870,21.0,0.1111111111111111
13870,28.0,0.1111111111111111
13870,30.0,0.2222222222222222
13874,0.0,0.5
13874,28.0,0.5
13877,3.0,0.16666666666666666
13877,7.0,0.16666666666666666
13877,12.0,0.16666666666666666
13877,24.0,0.16666666666666666
13877,27.0,0.16666666666666666
13877,30.0,0.16666666666666666
13885,9.0,0.5
13885,24.0,0.5
13893,18.0,1.0
13909,7.0,0.5
13909,21.0,0.5
13911,0.0,1.0
13914,0.0,0.3333333333333333
13914,6.0,0.3333333333333333
13914,7.0,0.3333333333333333
13921,5.0,0.5
13921,6.0,0.5
13922,13.0,0.5
13922,30.0,0.5
13932,0.0,0.16666666666666666
13932,8.0,0.5
13932,14.0,0.16666666666666666
13932,23.0,0.16666666666666666
13935,0.0,0.5
13935,2.0,0.5
13958,17.0,1.0
13966,4.0,0.14285714285714285
13966,6.0,0.14285714285714285
13966,7.0,0.14285714285714285
13966,8.0,0.2857142857142857
13966,10.0,0.14285714285714285
13966,25.0,0.14285714285714285
13976,21.0,1.0
13979,5.0,1.0
13984,1.0,0.1111111111111111
13984,4.0,0.1111111111111111
13984,5.0,0.3333333333333333
13984,6.0,0.1111111111111111
13984,8.0,0.1111111111111111
13984,17.0,0.1111111111111111
13984,30.0,0.1111111111111111
13988,0.0,0.16666666666666666
13988,8.0,0.16666666666666666
13988,11.0,0.16666666666666666
13988,19.0,0.16666666666666666
13988,30.0,0.3333333333333333
14010,6.0,1.0
14013,5.0,0.2
14013,7.0,0.2
14013,9.0,0.2
14013,12.0,0.2
14013,19.0,0.2
14032,3.0,0.3333333333333333
14032,7.0,0.3333333333333333
14032,9.0,0.3333333333333333
14036,0.0,0.5
14036,11.0,0.5
14057,6.0,1.0
14058,15.0,1.0
14084,0.0,1.0
14086,30.0,1.0
14104,5.0,0.5
14104,17.0,0.5
14114,6.0,0.5
14114,11.0,0.5
14124,7.0,1.0
14129,5.0,0.16666666666666666
14129,13.0,0.3333333333333333
14129,14.0,0.16666666666666666
14129,26.0,0.16666666666666666
14129,29.0,0.16666666666666666
14133,15.0,1.0
14142,30.0,1.0
14144,9.0,1.0
14146,4.0,0.25
14146,5.0,0.125
14146,6.0,0.125
14146,11.0,0.125
14146,13.0,0.125
14146,27.0,0.125
14146,30.0,0.125
14147,8.0,1.0
14148,6.0,0.5
14148,30.0,0.5
14150,0.0,0.5
14150,24.0,0.5
14159,8.0,1.0
14161,2.0,0.25
14161,8.0,0.25
14161,9.0,0.25
14161,30.0,0.25
14163,30.0,1.0
14165,10.0,0.5
14165,12.0,0.5
14168,0.0,0.3333333333333333
14168,17.0,0.3333333333333333
14168,22.0,0.3333333333333333
14197,5.0,0.1111111111111111
14197,6.0,0.1111111111111111
14197,7.0,0.3333333333333333
14197,9.0,0.1111111111111111
14197,14.0,0.1111111111111111
14197,26.0,0.1111111111111111
14197,30.0,0.1111111111111111
14199,0.0,0.3333333333333333
14199,2.0,0.3333333333333333
14199,23.0,0.3333333333333333
14211,11.0,0.3333333333333333
14211,30.0,0.6666666666666666
14233,0.0,0.25
14233,4.0,0.25
14233,8.0,0.25
14233,30.0,0.25
14252,0.0,0.25
14252,5.0,0.25
14252,6.0,0.25
14252,9.0,0.25
14267,30.0,1.0
14272,3.0,1.0
14277,10.0,1.0
14283,30.0,1.0
14306,27.0,1.0
14309,6.0,0.3333333333333333
14309,7.0,0.6666666666666666
14313,0.0,1.0
14320,8.0,1.0
14328,10.0,1.0
14332,0.0,0.25
14332,6.0,0.25
14332,9.0,0.25
14332,30.0,0.25
14335,0.0,0.14285714285714285
14335,4.0,0.14285714285714285
14335,17.0,0.14285714285714285
14335,23.0,0.14285714285714285
14335,29.0,0.14285714285714285
14335,30.0,0.2857142857142857
14354,14.0,0.3333333333333333
14354,28.0,0.3333333333333333
14354,30.0,0.3333333333333333
14364,15.0,1.0
14365,0.0,0.10526315789473684
14365,1.0,0.05263157894736842
14365,2.0,0.05263157894736842
14365,3.0,0.10526315789473684
14365,4.0,0.10526315789473684
14365,5.0,0.10526315789473684
14365,6.0,0.05263157894736842
14365,8.0,0.15789473684210525
14365,10.0,0.05263157894736842
14365,13.0,0.05263157894736842
14365,22.0,0.05263157894736842
14365,28.0,0.05263157894736842
14365,29.0,0.05263157894736842
14381,3.0,0.125
14381,4.0,0.125
14381,5.0,0.125
14381,14.0,0.125
14381,15.0,0.125
14381,30.0,0.375
14386,4.0,1.0
14408,11.0,1.0
14424,12.0,1.0
14429,6.0,0.5
14429,13.0,0.5
14443,20.0,1.0
14444,0.0,0.125
14444,6.0,0.125
14444,7.0,0.25
14444,8.0,0.25
14444,9.0,0.125
14444,14.0,0.125
14452,3.0,1.0
14454,7.0,1.0
14462,13.0,0.2
14462,20.0,0.2
14462,26.0,0.2
14462,28.0,0.4
14467,7.0,0.3333333333333333
14467,8.0,0.3333333333333333
14467,12.0,0.3333333333333333
14486,7.0,1.0
14531,5.0,1.0
14536,7.0,0.5
14536,30.0,0.5
14553,8.0,0.25
14553,10.0,0.25
14553,22.0,0.25
14553,30.0,0.25
14578,7.0,0.25
14578,8.0,0.25
14578,11.0,0.25
14578,14.0,0.25
14582,9.0,1.0
14592,7.0,1.0
14594,0.0,1.0
14610,0.0,0.5
14610,3.0,0.5
14613,30.0,1.0
14620,0.0,1.0
14633,0.0,0.25
14633,18.0,0.25
14633,30.0,0.5
14645,0.0,0.25
14645,9.0,0.25
14645,19.0,0.25
14645,30.0,0.25
14647,7.0,1.0
14650,5.0,0.3333333333333333
14650,6.0,0.3333333333333333
14650,16.0,0.3333333333333333
14651,0.0,0.5
14651,7.0,0.5
14678,2.0,0.1111111111111111
14678,4.0,0.1111111111111111
14678,6.0,0.1111111111111111
14678,10.0,0.1111111111111111
14678,11.0,0.1111111111111111
14678,21.0,0.1111111111111111
14678,30.0,0.3333333333333333
14684,2.0,1.0
14704,0.0,0.5
14704,13.0,0.5
14708,7.0,1.0
14711,18.0,1.0
14715,0.0,0.08333333333333333
14715,7.0,0.25
14715,8.0,0.08333333333333333
14715,10.0,0.08333333333333333
14715,14.0,0.25
14715,16.0,0.08333333333333333
14715,17.0,0.16666666666666666
14761,2.0,0.5714285714285714
14761,3.0,0.14285714285714285
14761,4.0,0.14285714285714285
14761,5.0,0.14285714285714285
14764,0.0,1.0
14766,12.0,0.5
14766,16.0,0.5
14768,30.0,1.0
14778,30.0,1.0
14780,7.0,1.0
14788,7.0,0.25
14788,12.0,0.5
14788,21.0,0.25
14796,9.0,1.0
14804,1.0,1.0
14814,0.0,0.14285714285714285
14814,6.0,0.14285714285714285
14814,7.0,0.14285714285714285
14814,21.0,0.14285714285714285
14814,23.0,0.14285714285714285
14814,28.0,0.14285714285714285
14814,30.0,0.14285714285714285
14815,30.0,1.0
14818,6.0,0.25
14818,13.0,0.25
14818,15.0,0.25
14818,30.0,0.25
14849,0.0,0.5
14849,30.0,0.5
14852,0.0,0.25
14852,6.0,0.25
14852,11.0,0.25
14852,30.0,0.25
14867,0.0,0.5
14867,4.0,0.5
14870,30.0,1.0
14875,0.0,0.5
14875,30.0,0.5
14881,7.0,1.0
14882,11.0,1.0
14886,7.0,1.0
14891,22.0,1.0
14895,0.0,1.0
14897,0.0,0.2
14897,14.0,0.2
14897,25.0,0.2
14897,30.0,0.4
14898,30.0,1.0
14901,13.0,0.6666666666666666
14901,30.0,0.3333333333333333
14905,8.0,1.0
14917,7.0,1.0
14947,0.0,0.11538461538461539
14947,2.0,0.038461538461538464
14947,7.0,0.07692307692307693
14947,8.0,0.038461538461538464
14947,9.0,0.038461538461538464
14947,12.0,0.038461538461538464
14947,13.0,0.038461538461538464
14947,14.0,0.07692307692307693
14947,17.0,0.038461538461538464
14947,20.0,0.038461538461538464
14947,21.0,0.038461538461538464
14947,22.0,0.038461538461538464
14947,27.0,0.07692307692307693
14947,28.0,0.07692307692307693
14947,30.0,0.23076923076923078
14950,6.0,1.0
14966,2.0,1.0
14976,9.0,0.5
14976,20.0,0.5
14987,10.0,1.0
14992,0.0,0.09523809523809523
14992,1.0,0.047619047619047616
14992,6.0,0.047619047619047616
14992,7.0,0.09523809523809523
14992,8.0,0.09523809523809523
14992,9.0,0.047619047619047616
14992,11.0,0.09523809523809523
14992,12.0,0.047619047619047616
14992,14.0,0.047619047619047616
14992,15.0,0.047619047619047616
14992,26.0,0.047619047619047616
14992,28.0,0.047619047619047616
14992,30.0,0.23809523809523808
14999,0.0,0.25
14999,13.0,0.25
14999,17.0,0.25
14999,30.0,0.25
15008,0.0,1.0
15011,11.0,0.16666666666666666
15011,15.0,0.16666666666666666
15011,18.0,0.16666666666666666
15011,22.0,0.16666666666666666
15011,24.0,0.16666666666666666
15011,30.0,0.16666666666666666
15012,27.0,1.0
15017,6.0,1.0
15040,14.0,1.0
15057,0.0,1.0
15078,20.0,0.5
15078,30.0,0.5
15109,7.0,0.5
15109,8.0,0.5
15120,0.0,0.3333333333333333
15120,5.0,0.3333333333333333
15120,12.0,0.3333333333333333
15125,3.0,0.5
15125,4.0,0.5
15131,5.0,0.25
15131,6.0,0.5
15131,20.0,0.25
15134,7.0,0.5
15134,25.0,0.5
15137,3.0,0.5
15137,30.0,0.5
15143,0.0,0.5
15143,30.0,0.5
15153,13.0,1.0
15154,30.0,1.0
15161,20.0,1.0
15164,0.0,0.16666666666666666
15164,2.0,0.16666666666666666
15164,3.0,0.16666666666666666
15164,4.0,0.16666666666666666
15164,6.0,0.16666666666666666
15164,7.0,0.16666666666666666
15172,4.0,0.25
15172,7.0,0.25
15172,11.0,0.25
15172,30.0,0.25
15200,0.0,1.0
15235,30.0,1.0
15248,20.0,1.0
15261,0.0,0.5
15261,7.0,0.5
15287,6.0,1.0
15290,0.0,0.045454545454545456
15290,7.0,0.09090909090909091
15290,10.0,0.045454545454545456
15290,11.0,0.045454545454545456
15290,13.0,0.045454545454545456
15290,14.0,0.045454545454545456
15290,17.0,0.045454545454545456
15290,19.0,0.045454545454545456
15290,21.0,0.045454545454545456
15290,22.0,0.09090909090909091
15290,23.0,0.045454545454545456
15290,28.0,0.045454545454545456
15290,30.0,0.36363636363636365
15293,17.0,1.0
15294,14.0,1.0
15328,0.0,0.5
15328,30.0,0.5
15348,0.0,0.25
15348,7.0,0.25
15348,12.0,0.25
15348,16.0,0.25
15349,0.0,0.5
15349,6.0,0.5
15358,30.0,1.0
15359,0.0,1.0
15363,8.0,1.0
15371,10.0,1.0
15386,17.0,0.25
15386,21.0,0.25
15386,30.0,0.5
15392,0.0,0.125
15392,2.0,0.375
15392,16.0,0.125
15392,21.0,0.125
15392,30.0,0.25
15395,15.0,1.0
15399,0.0,0.3333333333333333
15399,4.0,0.3333333333333333
15399,5.0,0.3333333333333333
15424,25.0,0.5
15424,30.0,0.5
15438,3.0,1.0
15455,6.0,1.0
15460,0.0,1.0
15464,15.0,1.0
15479,30.0,1.0
15482,6.0,1.0
15485,14.0,1.0
15516,0.0,0.5
15516,21.0,0.5
15526,6.0,1.0
15528,6.0,0.3333333333333333
15528,11.0,0.3333333333333333
15528,21.0,0.3333333333333333
15541,7.0,0.3333333333333333
15541,8.0,0.3333333333333333
15541,30.0,0.3333333333333333
15557,12.0,1.0
15581,30.0,1.0
15592,7.0,0.3333333333333333
15592,11.0,0.3333333333333333
15592,30.0,0.3333333333333333
15599,0.0,0.25
15599,8.0,0.25
15599,15.0,0.125
15599,21.0,0.125
15599,24.0,0.125
15599,26.0,0.125
15602,17.0,1.0
15604,10.0,0.3333333333333333
15604,19.0,0.3333333333333333
15604,21.0,0.3333333333333333
15618,9.0,1.0
15622,21.0,0.5
15622,30.0,0.5
15623,5.0,0.3333333333333333
15623,7.0,0.3333333333333333
15623,8.0,0.3333333333333333
15649,8.0,0.125
15649,10.0,0.125
15649,13.0,0.125
15649,17.0,0.125
15649,19.0,0.125
15649,22.0,0.125
15649,26.0,0.125
15649,30.0,0.125
15655,10.0,1.0
15664,6.0,0.5
15664,30.0,0.5
15672,6.0,1.0
15673,27.0,1.0
15680,0.0,0.16666666666666666
15680,7.0,0.16666666666666666
15680,9.0,0.16666666666666666
15680,13.0,0.16666666666666666
15680,22.0,0.16666666666666666
15680,30.0,0.16666666666666666
15689,30.0,1.0
15712,13.0,0.5
15712,17.0,0.5
15718,0.0,0.3333333333333333
15718,27.0,0.3333333333333333
15718,30.0,0.3333333333333333
15720,6.0,1.0
15728,10.0,0.3333333333333333
15728,21.0,0.3333333333333333
15728,29.0,0.3333333333333333
15744,7.0,1.0
15755,8.0,1.0
15790,6.0,0.5
15790,24.0,0.5
15804,6.0,0.5
15804,17.0,0.5
15820,4.0,0.3333333333333333
15820,5.0,0.3333333333333333
15820,8.0,0.3333333333333333
15841,8.0,1.0
15842,6.0,0.25
15842,8.0,0.3333333333333333
15842,12.0,0.25
15842,21.0,0.08333333333333333
15842,30.0,0.08333333333333333
15844,4.0,1.0
15846,10.0,0.5
15846,14.0,0.5
15850,7.0,1.0
15869,4.0,0.25
15869,7.0,0.25
15869,11.0,0.25
15869,25.0,0.25
15871,30.0,1.0
15872,4.0,0.16666666666666666
15872,15.0,0.16666666666666666
15872,23.0,0.16666666666666666
15872,26.0,0.16666666666666666
15872,30.0,0.3333333333333333
15902,0.0,0.16666666666666666
15902,6.0,0.16666666666666666
15902,8.0,0.16666666666666666
15902,9.0,0.16666666666666666
15902,17.0,0.16666666666666666
15902,21.0,0.16666666666666666
15923,7.0,0.5
15923,20.0,0.5
15925,3.0,1.0
15937,4.0,0.125
15937,5.0,0.125
15937,10.0,0.125
15937,13.0,0.125
15937,15.0,0.125
15937,30.0,0.375
15945,3.0,1.0
15950,0.0,0.3333333333333333
15950,7.0,0.3333333333333333
15950,20.0,0.3333333333333333
15975,7.0,1.0
15981,0.0,0.3333333333333333
15981,4.0,0.3333333333333333
15981,30.0,0.3333333333333333
15983,4.0,1.0
15984,0.0,0.14285714285714285
15984,4.0,0.14285714285714285
15984,5.0,0.14285714285714285
15984,6.0,0.14285714285714285
15984,9.0,0.14285714285714285
15984,13.0,0.14285714285714285
15984,15.0,0.14285714285714285
15995,12.0,0.5
15995,26.0,0.5
16004,0.0,1.0
16018,0.0,1.0
16020,0.0,0.16666666666666666
16020,7.0,0.16666666666666666
16020,11.0,0.16666666666666666
16020,17.0,0.16666666666666666
16020,30.0,0.3333333333333333
16026,25.0,1.0
16033,5.0,1.0
16044,14.0,0.5
16044,30.0,0.5
16048,3.0,0.25
16048,5.0,0.25
16048,8.0,0.25
16048,13.0,0.25
16066,12.0,0.5
16066,14.0,0.5
16083,21.0,0.25
16083,25.0,0.25
16083,26.0,0.25
16083,30.0,0.25
16089,15.0,1.0
16122,7.0,1.0
16133,28.0,1.0
16137,19.0,1.0
16139,0.0,0.5
16139,18.0,0.5
16145,4.0,0.07692307692307693
16145,5.0,0.07692307692307693
16145,6.0,0.15384615384615385
16145,7.0,0.3076923076923077
16145,8.0,0.07692307692307693
16145,13.0,0.07692307692307693
16145,20.0,0.07692307692307693
16145,30.0,0.15384615384615385
16154,0.0,1.0
16168,19.0,1.0
16185,0.0,0.14285714285714285
16185,6.0,0.07142857142857142
16185,14.0,0.07142857142857142
16185,15.0,0.07142857142857142
16185,19.0,0.07142857142857142
16185,20.0,0.07142857142857142
16185,21.0,0.07142857142857142
16185,23.0,0.07142857142857142
16185,30.0,0.35714285714285715
16188,30.0,1.0
16199,0.0,1.0
16213,11.0,1.0
16221,0.0,0.5
16221,5.0,0.5
16234,11.0,0.5
16234,17.0,0.5
16247,0.0,0.5
16247,25.0,0.5
16249,4.0,0.25
16249,6.0,0.5
16249,20.0,0.25
16254,0.0,0.2
16254,15.0,0.2
16254,20.0,0.4
16254,30.0,0.2
16260,9.0,1.0
16262,13.0,0.2
16262,18.0,0.2
16262,24.0,0.2
16262,30.0,0.4
16269,6.0,0.3333333333333333
16269,14.0,0.3333333333333333
16269,30.0,0.3333333333333333
16275,0.0,1.0
16277,25.0,1.0
16290,3.0,0.125
16290,7.0,0.125
16290,15.0,0.125
16290,17.0,0.125
16290,22.0,0.125
16290,26.0,0.25
16290,30.0,0.125
16291,0.0,0.14285714285714285
16291,5.0,0.14285714285714285
16291,8.0,0.14285714285714285
16291,13.0,0.14285714285714285
16291,30.0,0.42857142857142855
16293,0.0,1.0
16305,7.0,0.5
16305,11.0,0.5
16320,6.0,1.0
16321,6.0,0.25
16321,8.0,0.25
16321,30.0,0.5
16325,12.0,1.0
16332,27.0,1.0
16334,12.0,1.0
16349,0.0,0.2222222222222222
16349,1.0,0.1111111111111111
16349,4.0,0.1111111111111111
16349,6.0,0.2222222222222222
16349,10.0,0.2222222222222222
16349,21.0,0.1111111111111111
16354,30.0,1.0
16393,30.0,1.0
16398,4.0,0.5
16398,6.0,0.5
16419,0.0,1.0
16462,0.0,1.0
16464,2.0,0.1
16464,3.0,0.2
16464,4.0,0.1
16464,5.0,0.2
16464,7.0,0.1
16464,29.0,0.1
16464,30.0,0.2
16476,7.0,1.0
16479,6.0,0.25
16479,7.0,0.25
16479,10.0,0.25
16479,19.0,0.25
16486,11.0,1.0
16521,0.0,0.18181818181818182
16521,6.0,0.18181818181818182
16521,21.0,0.09090909090909091
16521,25.0,0.09090909090909091
16521,29.0,0.09090909090909091
16521,30.0,0.36363636363636365
16525,0.0,1.0
16528,0.0,0.5
16528,3.0,0.5
16589,0.0,0.1111111111111111
16589,13.0,0.1111111111111111
16589,14.0,0.2222222222222222
16589,28.0,0.1111111111111111
16589,30.0,0.4444444444444444
16594,16.0,1.0
16600,6.0,0.5
16600,8.0,0.5
16609,10.0,0.5
16609,26.0,0.5
16610,11.0,0.5
16610,12.0,0.5
16615,28.0,1.0
16616,0.0,0.25
16616,1.0,0.25
16616,3.0,0.25
16616,30.0,0.25
16631,0.0,1.0
16633,7.0,0.3333333333333333
16633,16.0,0.3333333333333333
16633,30.0,0.3333333333333333
16682,6.0,0.3333333333333333
16682,8.0,0.3333333333333333
16682,30.0,0.3333333333333333
16696,5.0,0.2
16696,6.0,0.4
16696,8.0,0.2
16696,30.0,0.2
16714,13.0,1.0
16732,0.0,0.5
16732,13.0,0.5
16748,3.0,1.0
16757,7.0,1.0
16759,0.0,0.044444444444444446
16759,2.0,0.022222222222222223
16759,3.0,0.1111111111111111
16759,4.0,0.06666666666666667
16759,5.0,0.1111111111111111
16759,6.0,0.08888888888888889
16759,7.0,0.022222222222222223
16759,9.0,0.06666666666666667
16759,10.0,0.044444444444444446
16759,11.0,0.044444444444444446
16759,13.0,0.044444444444444446
16759,14.0,0.022222222222222223
16759,17.0,0.022222222222222223
16759,18.0,0.044444444444444446
16759,20.0,0.022222222222222223
16759,22.0,0.044444444444444446
16759,25.0,0.022222222222222223
16759,27.0,0.022222222222222223
16759,28.0,0.044444444444444446
16759,30.0,0.08888888888888889
16768,14.0,0.5
16768,21.0,0.5
16776,20.0,0.3333333333333333
16776,30.0,0.6666666666666666
16789,4.0,0.5
16789,13.0,0.5
16797,0.0,0.1
16797,1.0,0.014285714285714285
16797,3.0,0.04285714285714286
16797,4.0,0.1
16797,5.0,0.014285714285714285
16797,6.0,0.05714285714285714
16797,7.0,0.08571428571428572
16797,8.0,0.02857142857142857
16797,10.0,0.02857142857142857
16797,11.0,0.02857142857142857
16797,12.0,0.04285714285714286
16797,13.0,0.02857142857142857
16797,14.0,0.05714285714285714
16797,15.0,0.04285714285714286
16797,17.0,0.014285714285714285
16797,18.0,0.014285714285714285
16797,21.0,0.014285714285714285
16797,23.0,0.014285714285714285
16797,25.0,0.014285714285714285
16797,26.0,0.014285714285714285
16797,27.0,0.014285714285714285
16797,28.0,0.05714285714285714
16797,30.0,0.17142857142857143
16812,5.0,1.0
16816,7.0,1.0
16819,10.0,1.0
16830,0.0,0.5
16830,1.0,0.5
16837,2.0,1.0
16848,0.0,1.0
16855,0.0,0.25
16855,8.0,0.25
16855,29.0,0.25
16855,30.0,0.25
16857,30.0,1.0
16864,1.0,0.5
16864,10.0,0.5
16869,0.0,0.3333333333333333
16869,6.0,0.3333333333333333
16869,14.0,0.3333333333333333
16882,5.0,0.25
16882,13.0,0.25
16882,30.0,0.5
16891,0.0,1.0
16897,2.0,1.0
16913,30.0,1.0
16920,30.0,1.0
16953,0.0,0.07142857142857142
16953,1.0,0.07142857142857142
16953,2.0,0.07142857142857142
16953,5.0,0.07142857142857142
16953,6.0,0.07142857142857142
16953,7.0,0.07142857142857142
16953,8.0,0.07142857142857142
16953,10.0,0.07142857142857142
16953,11.0,0.07142857142857142
16953,12.0,0.14285714285714285
16953,14.0,0.07142857142857142
16953,30.0,0.14285714285714285
16959,0.0,0.3333333333333333
16959,14.0,0.3333333333333333
16959,30.0,0.3333333333333333
16965,0.0,0.125
16965,6.0,0.125
16965,8.0,0.125
16965,12.0,0.125
16965,14.0,0.125
16965,20.0,0.125
16965,22.0,0.125
16965,30.0,0.125
16974,0.0,0.1111111111111111
16974,6.0,0.3333333333333333
16974,7.0,0.2222222222222222
16974,8.0,0.1111111111111111
16974,9.0,0.1111111111111111
16974,14.0,0.1111111111111111
16978,0.0,0.5
16978,6.0,0.5
16987,13.0,0.5
16987,30.0,0.5
16995,3.0,1.0
17003,0.0,1.0
17008,0.0,0.1111111111111111
17008,6.0,0.2222222222222222
17008,7.0,0.1111111111111111
17008,8.0,0.2222222222222222
17008,16.0,0.1111111111111111
17008,20.0,0.1111111111111111
17008,21.0,0.1111111111111111
17017,7.0,1.0
17025,0.0,1.0
17038,7.0,1.0
17040,3.0,0.25
17040,6.0,0.25
17040,11.0,0.25
17040,16.0,0.25
17044,0.0,0.25
17044,7.0,0.25
17044,8.0,0.25
17044,21.0,0.25
17053,0.0,0.2
17053,7.0,0.2
17053,8.0,0.2
17053,10.0,0.2
17053,16.0,0.2
17072,18.0,0.5
17072,20.0,0.5
17104,30.0,1.0
17122,5.0,0.3333333333333333
17122,7.0,0.3333333333333333
17122,28.0,0.3333333333333333
17131,9.0,1.0
17149,12.0,0.5
17149,30.0,0.5
17151,4.0,1.0
17155,5.0,1.0
17159,0.0,1.0
17162,30.0,1.0
17170,8.0,0.6666666666666666
17170,10.0,0.3333333333333333
17183,7.0,1.0
17200,4.0,1.0
17215,0.0,1.0
17224,2.0,0.2
17224,3.0,0.1
17224,4.0,0.1
17224,5.0,0.1
17224,6.0,0.1
17224,7.0,0.1
17224,8.0,0.1
17224,20.0,0.1
17224,30.0,0.1
17231,6.0,0.3333333333333333
17231,8.0,0.3333333333333333
17231,10.0,0.3333333333333333
17264,3.0,0.5
17264,6.0,0.5
17281,4.0,1.0
17284,2.0,0.14285714285714285
17284,7.0,0.2857142857142857
17284,13.0,0.14285714285714285
17284,29.0,0.14285714285714285
17284,30.0,0.2857142857142857
17299,6.0,1.0
17303,5.0,1.0
17313,8.0,1.0
17314,2.0,0.5
17314,3.0,0.5
17318,11.0,1.0
17333,8.0,1.0
17335,0.0,0.3333333333333333
17335,8.0,0.3333333333333333
17335,12.0,0.3333333333333333
17338,15.0,1.0
17341,6.0,1.0
17364,13.0,1.0
17400,23.0,1.0
17419,0.0,0.14285714285714285
17419,9.0,0.14285714285714285
17419,14.0,0.14285714285714285
17419,18.0,0.14285714285714285
17419,30.0,0.42857142857142855
17420,29.0,1.0
17424,10.0,1.0
17429,30.0,1.0
17450,0.0,0.5
17450,3.0,0.5
17454,0.0,0.5
17454,15.0,0.5
17461,5.0,0.5
17461,7.0,0.5
17464,8.0,1.0
17484,3.0,0.3333333333333333
17484,7.0,0.3333333333333333
17484,20.0,0.3333333333333333
17487,4.0,0.5
17487,19.0,0.5
17498,0.0,1.0
17500,4.0,1.0
17526,6.0,0.2857142857142857
17526,17.0,0.14285714285714285
17526,21.0,0.14285714285714285
17526,28.0,0.14285714285714285
17526,30.0,0.2857142857142857
17530,13.0,1.0
17541,15.0,1.0
17547,3.0,1.0
17550,20.0,0.5
17550,30.0,0.5
17553,0.0,0.16666666666666666
17553,1.0,0.16666666666666666
17553,2.0,0.16666666666666666
17553,6.0,0.16666666666666666
17553,11.0,0.16666666666666666
17553,30.0,0.16666666666666666
17555,3.0,0.3333333333333333
17555,10.0,0.3333333333333333
17555,18.0,0.3333333333333333
17556,30.0,1.0
17559,3.0,0.5
17559,15.0,0.5
17562,7.0,0.5
17562,30.0,0.5
17566,15.0,1.0
17574,0.0,0.25
17574,6.0,0.25
17574,7.0,0.25
17574,8.0,0.25
17579,1.0,1.0
17592,1.0,1.0
17600,4.0,0.1111111111111111
17600,8.0,0.1111111111111111
17600,21.0,0.1111111111111111
17600,27.0,0.1111111111111111
